Distance function;Image size;Instance class;Instance;Optimal objective function value;Solution time [ms];IIO time [ms];Matryoshka time [ms];IIO step 2 basis changes;IIO iterations
OF1;512;MicroscopyImages;01-06;2456276336932977;19823693;18447746;1375947;2971539;14321
OF1;512;MicroscopyImages;01-07;3378766409628667;7751921;6773351;978570;2289620;15716
OF1;512;MicroscopyImages;01-09;3693943138096495;9092199;8096123;996076;1832123;13071
OF1;512;MicroscopyImages;02-01;428017526252203;24434698;22984905;1449793;2478435;15494
OF1;512;MicroscopyImages;02-05;2144615974113647;25165268;23526136;1639132;2838667;13718
OF1;512;MicroscopyImages;02-06;2098471480217224;34530638;33096179;1434459;3513101;18003
OF1;512;MicroscopyImages;02-07;3063470665579293;13842595;12789767;1052828;2931308;23086
OF1;512;MicroscopyImages;02-09;3305653080446088;18432610;17019766;1412844;2438204;19260
OF1;512;MicroscopyImages;03-01;1862544566887947;6257317;5587937;669380;1650794;13250
OF1;512;MicroscopyImages;03-02;1611466079904894;11553466;10835806;717660;2083370;14464
OF1;512;MicroscopyImages;03-04;617825254038086;11727904;10999714;728190;1852032;9746
OF1;512;MicroscopyImages;03-05;2146482728493519;7722233;6628002;1094231;1949408;13887
OF1;512;MicroscopyImages;03-06;2097125780766419;10963583;10109162;854421;2502240;16250
OF1;512;MicroscopyImages;03-07;2414582424004175;5739411;5054177;685234;1226714;13679
OF1;512;MicroscopyImages;03-09;3221100494731221;4652304;3900758;751546;1504958;12529
OF1;512;MicroscopyImages;03-10;3061579329170772;10882624;9938714;943910;2414814;16340
OF1;512;MicroscopyImages;04-01;1967587244719168;15335948;14421598;914350;2652315;15089
OF1;512;MicroscopyImages;04-02;1637051512625474;22252617;21173304;1079313;3322797;18566
OF1;512;MicroscopyImages;04-05;1744837210953420;16643022;14742715;1900307;2708546;16530
OF1;512;MicroscopyImages;04-06;1686632325754693;55330514;53063184;2267330;3502709;26553
OF1;512;MicroscopyImages;04-07;2117693033776681;12522064;11462661;1059403;1927261;16791
OF1;512;MicroscopyImages;04-09;2732440832884511;12607537;11670524;937013;2236098;15409
OF1;512;MicroscopyImages;04-10;2544900627633519;18181726;17230599;951127;3272965;19680
OF1;512;MicroscopyImages;05-06;149203743781074;11123544;10205145;918399;1917288;9861
OF1;512;MicroscopyImages;05-07;1729194461687584;7492881;6825016;667865;1664574;14515
OF1;512;MicroscopyImages;05-09;1620235971588394;9939605;9257829;681776;1627285;11453
OF1;512;MicroscopyImages;07-06;1725086087501201;9825748;9264354;561394;2262836;15421
OF1;512;MicroscopyImages;08-01;3051117965607716;17586000;16651421;934579;3139685;25166
OF1;512;MicroscopyImages;08-02;2716480295360644;30206126;28719182;1486944;4246291;31272
OF1;512;MicroscopyImages;08-03;2158640382041613;9262097;8308402;953695;1796356;13890
OF1;512;MicroscopyImages;08-04;1808395943038632;32126650;30416898;1709752;2488715;20092
OF1;512;MicroscopyImages;08-05;1434702289711611;11257792;9881667;1376125;2321432;15994
OF1;512;MicroscopyImages;08-06;1410525343750549;11664661;10493416;1171245;3002896;13777
OF1;512;MicroscopyImages;08-07;433183358144051;5413208;4874071;539137;1601853;9697
OF1;512;MicroscopyImages;08-09;1883999403393657;14860807;13934088;926719;2167691;16149
OF1;512;MicroscopyImages;08-10;1847199942232835;42914237;39789245;3124992;3091979;25660
OF1;512;MicroscopyImages;09-06;1582874440888934;10116749;8719075;1397674;2093346;12153
OF1;512;MicroscopyImages;09-07;2060405146441112;4055261;3528780;526481;1324796;10657
OF1;512;MicroscopyImages;10-01;3428994738406322;30936521;29430081;1506440;2552478;18142
OF1;512;MicroscopyImages;10-02;3039752928142161;28320179;26038472;2281707;3088406;19863
OF1;512;MicroscopyImages;10-05;1492143175547390;16606343;15505015;1101328;2326206;18048
OF1;512;MicroscopyImages;10-06;1443462967022228;19909663;18826724;1082939;2834258;18240
OF1;512;MicroscopyImages;10-07;2082513838410983;7363503;6542511;820992;2058582;15201
OF1;512;MicroscopyImages;10-09;356297788588343;9035932;7632336;1403596;1668442;7540
OF1;512;Shapes;01-05;1031293822917482;13726068;13155161;570907;3745844;12248
OF1;512;Shapes;01-06;2500995636600000;37718487;37039834;678653;5809402;37703
OF1;512;Shapes;01-07;1747379111609371;24979146;24223278;755868;4510633;22810
OF1;512;Shapes;01-09;926630730400000;17574930;16823844;751086;3597766;14792
OF1;512;Shapes;02-01;1925673620528000;14254101;13711073;543028;3781280;13991
OF1;512;Shapes;02-05;2277389404101986;6237915;5959450;278465;2095680;11119
OF1;512;Shapes;02-06;2361580439072000;7220570;6904347;316223;2305386;21201
OF1;512;Shapes;02-07;1837645553498845;7899125;7600736;298389;2921905;14665
OF1;512;Shapes;02-09;2100194957360000;8383995;8087647;296348;2197547;16137
OF1;512;Shapes;03-01;332308325200000;28247927;27794317;453610;4228634;10413
OF1;512;Shapes;03-02;1932130297536000;8422435;8136156;286279;2064877;12432
OF1;512;Shapes;03-04;1368167012299502;6644262;6351569;292693;2151039;12724
OF1;512;Shapes;03-05;1058786346977515;6110227;5834337;275890;1674323;12169
OF1;512;Shapes;03-06;2508721851800000;10988298;10567097;421201;3454544;24436
OF1;512;Shapes;03-07;1769922385837677;9328979;8978409;350570;2594009;18510
OF1;512;Shapes;03-09;953268780400000;4863817;4655156;208661;2001716;6089
OF1;512;Shapes;03-10;663593130329254;12380801;12035842;344959;1555738;12815
OF1;512;Shapes;04-01;1350212769472437;29537212;28802013;735199;4044132;20307
OF1;512;Shapes;04-02;630063571238074;5337740;5058725;279015;1779878;9175
OF1;512;Shapes;04-05;1677532597832648;6359603;6058221;301382;2538539;9230
OF1;512;Shapes;04-06;2264491285292556;10182882;9778874;404008;2894286;23742
OF1;512;Shapes;04-07;1655991463736446;19078491;18471568;606923;3388896;28160
OF1;512;Shapes;04-09;1639589479518007;13366659;12941449;425210;2304211;20967
OF1;512;Shapes;04-10;1619072374396877;18797931;18288371;509560;2163951;29647
OF1;512;Shapes;05-06;2632438448269593;6141242;5801341;339901;2850290;14720
OF1;512;Shapes;05-07;2030737266985850;9169535;8815145;354390;2639705;15723
OF1;512;Shapes;05-09;1403983510385793;17234564;16549071;685493;1980601;18569
OF1;512;Shapes;07-06;3895858439078612;21527123;20996239;530884;3516447;39309
OF1;512;Shapes;08-01;1417510184769095;8828547;8479638;348909;3116774;18578
OF1;512;Shapes;08-02;912269413710612;3752043;3479846;272197;1293997;10550
OF1;512;Shapes;08-03;1433628078727188;5146448;4858745;287703;1627453;13874
OF1;512;Shapes;08-04;585516817979019;5304541;5036177;268364;1621769;7167
OF1;512;Shapes;08-05;1516312299555137;3922417;3712471;209946;1675463;8244
OF1;512;Shapes;08-06;2359155556345558;9918048;9648929;269119;1975058;20917
OF1;512;Shapes;08-07;1732663316328021;8404944;8103428;301516;2631481;39965
OF1;512;Shapes;08-09;1685006765054292;7716638;7269318;447320;1676613;14257
OF1;512;Shapes;08-10;1758684619621651;4663585;4436682;226903;1657110;13281
OF1;512;Shapes;09-06;2595826843600000;9748182;9391207;356975;3661392;21755
OF1;512;Shapes;09-07;1954039801085350;10842911;10161914;680997;2763066;22742
OF1;512;Shapes;10-01;588544180736445;25546800;24936890;609910;3084185;14764
OF1;512;Shapes;10-02;2199636093964495;9122041;8736280;385761;2153573;15044
OF1;512;Shapes;10-05;1113463630358723;7441159;6947445;493714;1778629;8879
OF1;512;Shapes;10-06;2579708386547757;9098508;8690541;407967;2780546;19539
OF1;512;Shapes;10-07;1907636046980745;14954624;14418373;536251;2808604;26335
OF1;512;Shapes;10-09;1096932866935241;12348239;12016927;331312;1880934;15795
OF1;512;WhiteNoise;01-05;19289580092135;8784526;8334391;450135;1182848;4878
OF1;512;WhiteNoise;01-06;20562186689095;9522937;8973451;549486;1248362;4995
OF1;512;WhiteNoise;01-07;18937179206540;11489697;10910376;579321;1156557;4785
OF1;512;WhiteNoise;01-09;19672575563640;9313749;8829668;484081;1179605;4443
OF1;512;WhiteNoise;02-01;20492443557270;11740028;11179954;560074;1219080;4887
OF1;512;WhiteNoise;02-05;20947426551203;12700036;12053773;646263;1242373;5628
OF1;512;WhiteNoise;02-06;21171248952737;13439015;12812611;626404;1234016;5581
OF1;512;WhiteNoise;02-07;21282181320135;14547625;13942627;604998;1258687;5896
OF1;512;WhiteNoise;02-09;21594830465492;10284750;9789318;495432;1277575;5351
OF1;512;WhiteNoise;03-01;22280497163988;11551371;11057348;494023;1301946;5738
OF1;512;WhiteNoise;03-02;20231621476065;12639940;12012320;627620;1203609;5357
OF1;512;WhiteNoise;03-04;21989992754025;10283571;9833751;449820;1301105;5762
OF1;512;WhiteNoise;03-05;19761508553399;14208643;13639070;569573;1192241;5075
OF1;512;WhiteNoise;03-06;20717104844697;11550193;10916215;633978;1204493;4898
OF1;512;WhiteNoise;03-07;21307540570457;11067808;10543459;524349;1267837;5541
OF1;512;WhiteNoise;03-09;25068025938627;9335956;8868064;467892;1444964;5439
OF1;512;WhiteNoise;03-10;19733628563877;10746845;10273020;473825;1197423;4851
OF1;512;WhiteNoise;04-01;18992186205491;12593937;11989647;604290;1153545;4806
OF1;512;WhiteNoise;04-02;21385364718945;11572867;10951421;621446;1251054;4793
OF1;512;WhiteNoise;04-05;21971910467814;11265520;10707834;557686;1310678;6166
OF1;512;WhiteNoise;04-06;21732462269074;8820098;8329917;490181;1285528;5010
OF1;512;WhiteNoise;04-07;18330896654551;9750218;9171385;578833;1134825;4660
OF1;512;WhiteNoise;04-09;20932715690597;11397028;10825298;571730;1235809;5014
OF1;512;WhiteNoise;04-10;19986308653517;15348515;14759523;588992;1190365;4869
OF1;512;WhiteNoise;05-06;19635198715951;11841450;11238791;602659;1183057;4860
OF1;512;WhiteNoise;05-07;20062259921099;12396276;11859497;536779;1198719;4606
OF1;512;WhiteNoise;05-09;24168444550397;9165763;8688768;476995;1415715;5677
OF1;512;WhiteNoise;07-06;19684536012842;8587156;8104352;482804;1189354;5163
OF1;512;WhiteNoise;08-01;18121500716955;12887665;12324268;563397;1102110;4791
OF1;512;WhiteNoise;08-02;21640697868775;14193089;13631335;561754;1270022;5581
OF1;512;WhiteNoise;08-03;21023476123959;12898109;12374800;523309;1260290;5659
OF1;512;WhiteNoise;08-04;18375018096729;9731137;9156844;574293;1133797;4658
OF1;512;WhiteNoise;08-05;20086043085946;11566281;11074377;491904;1217420;5710
OF1;512;WhiteNoise;08-06;20296950286903;9025190;8536921;488269;1207980;4729
OF1;512;WhiteNoise;08-07;18367518289454;10523375;9882780;640595;1114458;4275
OF1;512;WhiteNoise;08-09;22051398718249;14976794;14367488;609306;1298540;6052
OF1;512;WhiteNoise;08-10;19308215153226;15098311;14432380;665931;1163518;4891
OF1;512;WhiteNoise;09-06;26136743828643;11779008;11221499;557509;1532093;7244
OF1;512;WhiteNoise;09-07;22192126501531;12297365;11780058;517307;1318242;5914
OF1;512;WhiteNoise;10-01;19730371336915;14275797;13666447;609350;1169241;4899
OF1;512;WhiteNoise;10-02;20049082657232;12847961;12243714;604247;1196284;4660
OF1;512;WhiteNoise;10-05;20372431665696;12389762;11798393;591369;1222968;5587
OF1;512;WhiteNoise;10-06;21859745246135;12579597;12093295;486302;1281867;5801
OF1;512;WhiteNoise;10-07;18939470323674;14413545;13884798;528747;1148311;5140
OF1;512;WhiteNoise;10-09;21927295319207;12440850;11928045;512805;1295107;5848
